,code,description,icd10cm_code
22119,M95.2,Other acquired deformity of head,M952
22120,M95.3,Acquired deformity of neck,M953
22121,M95.4,Acquired deformity of chest and rib,M954
22122,M95.5,Acquired deformity of pelvis,M955
22123,M95.8,Other specified acquired deformities of musculoskeletal system,M958
22124,M95.9,"Acquired deformity of musculoskeletal system, unspecified",M959
22125,M96,"Intraoperative and postprocedural complications and disorders of musculoskeletal system, not elsewhere classified",M96
22126,M96.0,Pseudarthrosis after fusion or arthrodesis,M960
22127,M96.1,"Postlaminectomy syndrome, not elsewhere classified",M961
22128,M96.2,Postradiation kyphosis,M962
22129,M96.3,Postlaminectomy kyphosis,M963
22130,M96.4,Postsurgical lordosis,M964
22131,M96.5,Postradiation scoliosis,M965
22132,M96.6,"Fracture of bone following insertion of orthopedic implant, joint prosthesis, or bone plate",M966
22133,M96.62,"Fracture of humerus following insertion of orthopedic implant, joint prosthesis, or bone plate",M9662
22134,M96.621,"Fracture of humerus following insertion of orthopedic implant, joint prosthesis, or bone plate, right arm",M96621
22135,M96.622,"Fracture of humerus following insertion of orthopedic implant, joint prosthesis, or bone plate, left arm",M96622
22136,M96.629,"Fracture of humerus following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified arm",M96629
22137,M96.63,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate",M9663
22138,M96.631,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate, right arm",M96631
22139,M96.632,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate, left arm",M96632
22140,M96.639,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified arm",M96639
22141,M96.65,"Fracture of pelvis following insertion of orthopedic implant, joint prosthesis, or bone plate",M9665
22142,M96.66,"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate",M9666
22143,M96.661,"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate, right leg",M96661
22144,M96.662,"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate, left leg",M96662
22145,M96.669,"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified leg",M96669
22146,M96.67,"Fracture of tibia or fibula following insertion of orthopedic implant, joint prosthesis, or bone plate",M9667
22147,M96.671,"Fracture of tibia or fibula following insertion of orthopedic implant, joint prosthesis, or bone plate, right leg",M96671
22148,M96.672,"Fracture of tibia or fibula following insertion of orthopedic implant, joint prosthesis, or bone plate, left leg",M96672
22149,M96.679,"Fracture of tibia or fibula following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified leg",M96679
22150,M96.69,"Fracture of other bone following insertion of orthopedic implant, joint prosthesis, or bone plate",M9669
22151,M96.8,"Other intraoperative and postprocedural complications and disorders of musculoskeletal system, not elsewhere classified",M968
22152,M96.81,Intraoperative hemorrhage and hematoma of a musculoskeletal structure complicating a procedure,M9681
22153,M96.810,Intraoperative hemorrhage and hematoma of a musculoskeletal structure complicating a musculoskeletal system procedure,M96810
22154,M96.811,Intraoperative hemorrhage and hematoma of a musculoskeletal structure complicating other procedure,M96811
22155,M96.82,Accidental puncture and laceration of a musculoskeletal structure during a procedure,M9682
22156,M96.820,Accidental puncture and laceration of a musculoskeletal structure during a musculoskeletal system procedure,M96820
22157,M96.821,Accidental puncture and laceration of a musculoskeletal structure during other procedure,M96821
22158,M96.83,Postprocedural hemorrhage of a musculoskeletal structure following a procedure,M9683
22159,M96.830,Postprocedural hemorrhage of a musculoskeletal structure following a musculoskeletal system procedure,M96830
22160,M96.831,Postprocedural hemorrhage of a musculoskeletal structure following other procedure,M96831
22161,M96.84,Postprocedural hematoma and seroma of a musculoskeletal structure following a procedure,M9684
22162,M96.840,Postprocedural hematoma of a musculoskeletal structure following a musculoskeletal system procedure,M96840
22163,M96.841,Postprocedural hematoma of a musculoskeletal structure following other procedure,M96841
22164,M96.842,Postprocedural seroma of a musculoskeletal structure following a musculoskeletal system procedure,M96842
22165,M96.843,Postprocedural seroma of a musculoskeletal structure following other procedure,M96843
22166,M96.89,Other intraoperative and postprocedural complications and disorders of the musculoskeletal system,M9689
22167,M96.A,"Fracture of ribs, sternum and thorax associated with compression of the chest and cardiopulmonary resuscitation",M96A
22168,M96.A1,Fracture of sternum associated with chest compression and cardiopulmonary resuscitation,M96A1
22169,M96.A2,Fracture of one rib associated with chest compression and cardiopulmonary resuscitation,M96A2
22170,M96.A3,Multiple fractures of ribs associated with chest compression and cardiopulmonary resuscitation,M96A3
22171,M96.A4,Flail chest associated with chest compression and cardiopulmonary resuscitation,M96A4
22172,M96.A9,Other fracture associated with chest compression and cardiopulmonary resuscitation,M96A9
22173,M97,Periprosthetic fracture around internal prosthetic joint,M97
22174,M97.0,Periprosthetic fracture around internal prosthetic hip joint,M970
22175,M97.01,Periprosthetic fracture around internal prosthetic right hip joint,M9701
22176,M97.02,Periprosthetic fracture around internal prosthetic left hip joint,M9702
22177,M97.1,Periprosthetic fracture around internal prosthetic knee joint,M971
22178,M97.11,Periprosthetic fracture around internal prosthetic right knee joint,M9711
22179,M97.12,Periprosthetic fracture around internal prosthetic left knee joint,M9712
22180,M97.2,Periprosthetic fracture around internal prosthetic ankle joint,M972
22181,M97.21,Periprosthetic fracture around internal prosthetic right ankle joint,M9721
22182,M97.22,Periprosthetic fracture around internal prosthetic left ankle joint,M9722
22183,M97.3,Periprosthetic fracture around internal prosthetic shoulder joint,M973
22184,M97.31,Periprosthetic fracture around internal prosthetic right shoulder joint,M9731
22185,M97.32,Periprosthetic fracture around internal prosthetic left shoulder joint,M9732
22186,M97.4,Periprosthetic fracture around internal prosthetic elbow joint,M974
22187,M97.41,Periprosthetic fracture around internal prosthetic right elbow joint,M9741
22188,M97.42,Periprosthetic fracture around internal prosthetic left elbow joint,M9742
22189,M97.8,Periprosthetic fracture around other internal prosthetic joint,M978
22190,M97.9,Periprosthetic fracture around unspecified internal prosthetic joint,M979
22191,M99,"Biomechanical lesions, not elsewhere classified",M99
22192,M99.0,Segmental and somatic dysfunction,M990
22193,M99.00,Segmental and somatic dysfunction of head region,M9900
22194,M99.01,Segmental and somatic dysfunction of cervical region,M9901
22195,M99.02,Segmental and somatic dysfunction of thoracic region,M9902
22196,M99.03,Segmental and somatic dysfunction of lumbar region,M9903
22197,M99.04,Segmental and somatic dysfunction of sacral region,M9904
22198,M99.05,Segmental and somatic dysfunction of pelvic region,M9905
22199,M99.06,Segmental and somatic dysfunction of lower extremity,M9906
22200,M99.07,Segmental and somatic dysfunction of upper extremity,M9907
22201,M99.08,Segmental and somatic dysfunction of rib cage,M9908
22202,M99.09,Segmental and somatic dysfunction of abdomen and other regions,M9909
22203,M99.1,Subluxation complex (vertebral),M991
22204,M99.10,Subluxation complex (vertebral) of head region,M9910
22205,M99.11,Subluxation complex (vertebral) of cervical region,M9911
22206,M99.12,Subluxation complex (vertebral) of thoracic region,M9912
22207,M99.13,Subluxation complex (vertebral) of lumbar region,M9913
22208,M99.14,Subluxation complex (vertebral) of sacral region,M9914
22209,M99.15,Subluxation complex (vertebral) of pelvic region,M9915
22210,M99.16,Subluxation complex (vertebral) of lower extremity,M9916
22211,M99.17,Subluxation complex (vertebral) of upper extremity,M9917
22212,M99.18,Subluxation complex (vertebral) of rib cage,M9918
22213,M99.19,Subluxation complex (vertebral) of abdomen and other regions,M9919
22214,M99.2,Subluxation stenosis of neural canal,M992
22215,M99.20,Subluxation stenosis of neural canal of head region,M9920
22216,M99.21,Subluxation stenosis of neural canal of cervical region,M9921
22217,M99.22,Subluxation stenosis of neural canal of thoracic region,M9922
22218,M99.23,Subluxation stenosis of neural canal of lumbar region,M9923
22219,M99.24,Subluxation stenosis of neural canal of sacral region,M9924
22220,M99.25,Subluxation stenosis of neural canal of pelvic region,M9925
22221,M99.26,Subluxation stenosis of neural canal of lower extremity,M9926
22222,M99.27,Subluxation stenosis of neural canal of upper extremity,M9927
22223,M99.28,Subluxation stenosis of neural canal of rib cage,M9928
22224,M99.29,Subluxation stenosis of neural canal of abdomen and other regions,M9929
22225,M99.3,Osseous stenosis of neural canal,M993
22226,M99.30,Osseous stenosis of neural canal of head region,M9930
22227,M99.31,Osseous stenosis of neural canal of cervical region,M9931
22228,M99.32,Osseous stenosis of neural canal of thoracic region,M9932
22229,M99.33,Osseous stenosis of neural canal of lumbar region,M9933
22230,M99.34,Osseous stenosis of neural canal of sacral region,M9934
22231,M99.35,Osseous stenosis of neural canal of pelvic region,M9935
22232,M99.36,Osseous stenosis of neural canal of lower extremity,M9936
22233,M99.37,Osseous stenosis of neural canal of upper extremity,M9937
22234,M99.38,Osseous stenosis of neural canal of rib cage,M9938
22235,M99.39,Osseous stenosis of neural canal of abdomen and other regions,M9939
22236,M99.4,Connective tissue stenosis of neural canal,M994
22237,M99.40,Connective tissue stenosis of neural canal of head region,M9940
22238,M99.41,Connective tissue stenosis of neural canal of cervical region,M9941
22239,M99.42,Connective tissue stenosis of neural canal of thoracic region,M9942
22240,M99.43,Connective tissue stenosis of neural canal of lumbar region,M9943
22241,M99.44,Connective tissue stenosis of neural canal of sacral region,M9944
22242,M99.45,Connective tissue stenosis of neural canal of pelvic region,M9945
22243,M99.46,Connective tissue stenosis of neural canal of lower extremity,M9946
22244,M99.47,Connective tissue stenosis of neural canal of upper extremity,M9947
22245,M99.48,Connective tissue stenosis of neural canal of rib cage,M9948
22246,M99.49,Connective tissue stenosis of neural canal of abdomen and other regions,M9949
22247,M99.5,Intervertebral disc stenosis of neural canal,M995
22248,M99.50,Intervertebral disc stenosis of neural canal of head region,M9950
22249,M99.51,Intervertebral disc stenosis of neural canal of cervical region,M9951
22250,M99.52,Intervertebral disc stenosis of neural canal of thoracic region,M9952
22251,M99.53,Intervertebral disc stenosis of neural canal of lumbar region,M9953
22252,M99.54,Intervertebral disc stenosis of neural canal of sacral region,M9954
22253,M99.55,Intervertebral disc stenosis of neural canal of pelvic region,M9955
22254,M99.56,Intervertebral disc stenosis of neural canal of lower extremity,M9956
22255,M99.57,Intervertebral disc stenosis of neural canal of upper extremity,M9957
22256,M99.58,Intervertebral disc stenosis of neural canal of rib cage,M9958
22257,M99.59,Intervertebral disc stenosis of neural canal of abdomen and other regions,M9959
22258,M99.6,Osseous and subluxation stenosis of intervertebral foramina,M996
22259,M99.60,Osseous and subluxation stenosis of intervertebral foramina of head region,M9960
22260,M99.61,Osseous and subluxation stenosis of intervertebral foramina of cervical region,M9961
22261,M99.62,Osseous and subluxation stenosis of intervertebral foramina of thoracic region,M9962
22262,M99.63,Osseous and subluxation stenosis of intervertebral foramina of lumbar region,M9963
22263,M99.64,Osseous and subluxation stenosis of intervertebral foramina of sacral region,M9964
22264,M99.65,Osseous and subluxation stenosis of intervertebral foramina of pelvic region,M9965
22265,M99.66,Osseous and subluxation stenosis of intervertebral foramina of lower extremity,M9966
22266,M99.67,Osseous and subluxation stenosis of intervertebral foramina of upper extremity,M9967
22267,M99.68,Osseous and subluxation stenosis of intervertebral foramina of rib cage,M9968
22268,M99.69,Osseous and subluxation stenosis of intervertebral foramina of abdomen and other regions,M9969
22269,M99.7,Connective tissue and disc stenosis of intervertebral foramina,M997
22270,M99.70,Connective tissue and disc stenosis of intervertebral foramina of head region,M9970
22271,M99.71,Connective tissue and disc stenosis of intervertebral foramina of cervical region,M9971
22272,M99.72,Connective tissue and disc stenosis of intervertebral foramina of thoracic region,M9972
22273,M99.73,Connective tissue and disc stenosis of intervertebral foramina of lumbar region,M9973
22274,M99.74,Connective tissue and disc stenosis of intervertebral foramina of sacral region,M9974
22275,M99.75,Connective tissue and disc stenosis of intervertebral foramina of pelvic region,M9975
22276,M99.76,Connective tissue and disc stenosis of intervertebral foramina of lower extremity,M9976
22277,M99.77,Connective tissue and disc stenosis of intervertebral foramina of upper extremity,M9977
22278,M99.78,Connective tissue and disc stenosis of intervertebral foramina of rib cage,M9978
22279,M99.79,Connective tissue and disc stenosis of intervertebral foramina of abdomen and other regions,M9979
22280,M99.8,Other biomechanical lesions,M998
22281,M99.80,Other biomechanical lesions of head region,M9980
22282,M99.81,Other biomechanical lesions of cervical region,M9981
22283,M99.82,Other biomechanical lesions of thoracic region,M9982
22284,M99.83,Other biomechanical lesions of lumbar region,M9983
22285,M99.84,Other biomechanical lesions of sacral region,M9984
22286,M99.85,Other biomechanical lesions of pelvic region,M9985
22287,M99.86,Other biomechanical lesions of lower extremity,M9986
22288,M99.87,Other biomechanical lesions of upper extremity,M9987
22289,M99.88,Other biomechanical lesions of rib cage,M9988
22290,M99.89,Other biomechanical lesions of abdomen and other regions,M9989
22291,M99.9,"Biomechanical lesion, unspecified",M999
22292,N00,Acute nephritic syndrome,N00
22293,N00.0,Acute nephritic syndrome with minor glomerular abnormality,N000
22294,N00.1,Acute nephritic syndrome with focal and segmental glomerular lesions,N001
22295,N00.2,Acute nephritic syndrome with diffuse membranous glomerulonephritis,N002
22296,N00.3,Acute nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,N003
22297,N00.4,Acute nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,N004
